Song,Artist,Date,Streams,Rank
astral step,shadowraze,2022-02-20,"8,929",1
МАЛИНОВАЯ ЛАДА,GAYAZOV$ BROTHER$,2022-02-20,"8,362",2
Фотографирую закат,fem.love,2022-02-20,"6,507",3
adaptive strike,"shadowraze, LXNER, quiizzzmeow",2022-02-20,"6,459",4
Отпускаю,"Egor Kreed, MakSim",2022-02-20,"5,889",5
Лёд,"WENARO, LXNER",2022-02-20,"4,989",6
Yeyo!,Шайни,2022-02-20,"4,440",7
99 Problems,"Big Baby Tape, kizaru",2022-02-20,"4,317",8
ТОЛПЫ КРИЧАТ,"uniqe, nkeeei, ARTEM SHILOVETS",2022-02-20,"4,163",9
СОЛНЦЕ МОНАКО,Lusia Chebotina,2022-02-20,"4,128",10
Marmalade,"Miyagi & Andy Panda, Mav-d",2022-02-20,"4,116",11
Седьмой лепесток,Антон Токарев,2022-02-20,"4,072",12
Bandana,"Big Baby Tape, kizaru",2022-02-20,"3,993",13
плачь,"rizza, Sqwore",2022-02-20,"3,947",14
shadowfiend,shadowraze,2022-02-20,"3,829",15
Million,"Big Baby Tape, kizaru",2022-02-20,"3,588",16
juggernaut (Prod. by PLVSTIC),shadowraze,2022-02-20,"3,572",17
первое свидание,алёна швец.,2022-02-20,"3,504",18
Гармония,Artik & Asti,2022-02-20,"3,485",19
баночка с окурками,КОСМОНАВТОВ НЕТ,2022-02-20,"3,439",20
MIDDLE OF THE NIGHT,Elley Duhé,2022-02-20,"3,406",21
ВЛЮБИЛАСЬ,"Big Baby Tape, Молодой Платон",2022-02-20,"3,403",22
Aomine Daiki,quiizzzmeow,2022-02-20,"3,238",23
ночь,ooes,2022-02-20,"3,236",24
Барбисайз,"Дора, MAYBE BABY",2022-02-20,"3,200",25
psiblades,"shadowraze, babyswishh1",2022-02-20,"3,153",26
Днями-ночами,"pyrokinesis, MUKKA",2022-02-20,"3,034",27
Close Eyes,DVRST,2022-02-20,"3,024",28
За всех,MACAN,2022-02-20,"3,015",29
1000-7,"shadowraze, GENJUTSU",2022-02-20,"2,992",30
Кожура,ZAPOMNI,2022-02-20,"2,948",31
Буревестник,Miyagi & Andy Panda,2022-02-20,"2,921",32
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2022-02-20,"2,918",33
Привет,Kambulat,2022-02-20,"2,865",34
МЯТОЙ - remix 2010,КОСМОНАВТОВ НЕТ,2022-02-20,"2,843",35
Феникс,ANNA ASTI,2022-02-20,"2,810",36
Башня,"Даня Милохин, Mumiy Troll",2022-02-20,"2,749",37
Я всё решу (Intro),ZAPOMNI,2022-02-20,"2,715",38
Первый раз - remix nevroz,JojoHF,2022-02-20,"2,669",39
Диалоги тет-а-тет,"ALEKS ATAMAN, FINIK",2022-02-20,"2,617",40
STAY (with Justin Bieber),The Kid LAROI,2022-02-20,"2,581",41
abcdefu,GAYLE,2022-02-20,"2,573",42
Дом Периньон,"Poshlaya Molly, Eldzhey",2022-02-20,"2,515",43
Baby mama,"Skryptonite, Райда",2022-02-20,"2,502",44
Вина,Три дня дождя,2022-02-20,"2,487",45
Огни,"ANIKV, SALUKI",2022-02-20,"2,482",46
Лифон,"uniqe, nkeeei, ARTEM SHILOVETS, SAGARA",2022-02-20,"2,445",47
в темноте,"КОСМОНАВТОВ НЕТ, дипинс",2022-02-20,"2,433",48
ТАЙМАУТ,Nikitata,2022-02-20,"2,418",49
1000-7,fem.love,2022-02-20,"2,411",50
ЛАБИРИНТ,FACE,2022-02-20,"2,396",51
Демоны,Три дня дождя,2022-02-20,"2,367",52
диско элизиум,pyrokinesis,2022-02-20,"2,331",53
Динозаврики,Папин Олимпос,2022-02-20,"2,288",54
TRAXXXMANIA,GONE.Fludd,2022-02-20,"2,254",55
Дежавю,kizaru,2022-02-20,"2,232",56
Вина (feat. 17 SEVENTEEN),"OG Buda, MAYOT",2022-02-20,"2,195",57
Кайф ты поймала,Konfuz,2022-02-20,"2,162",58
Август - это ты,МОТ,2022-02-20,"2,141",59
Кукла колдуна,Korol i Shut,2022-02-20,"2,137",60
Положение,Skryptonite,2022-02-20,"2,131",61
Замигает свет,KENTUKKI,2022-02-20,"2,113",62
Стеклянная,GUMA,2022-02-20,"2,096",63
Дорадура,Дора,2022-02-20,"2,093",64
Softcore,The Neighbourhood,2022-02-20,"2,089",65
Без названия,MACAN,2022-02-20,"2,054",66
макинтош бизнес онли,BUSHIDO ZHO,2022-02-20,"2,048",67
Stay Alive (Prod. SUGA of BTS),Jung Kook,2022-02-20,"2,045",68
Тёмно-оранжевый закат,Папин Олимпос,2022-02-20,"2,045",69
Лирика,Вектор А,2022-02-20,"2,044",70
ПОЧЕМУ?,MORGENSHTERN,2022-02-20,"2,041",71
Хочешь,"Arthur Pirozhkov, Klava Koka",2022-02-20,"2,027",72
After Dark,Mr.Kitty,2022-02-20,"2,027",73
Ты не моя пара,"Dima Bilan, Mari Kraimbrery",2022-02-20,"2,016",74
Это любовь,Skryptonite,2022-02-20,"2,001",75
Выпей меня,Kambulat,2022-02-20,"1,999",76
ЖМУРКИ,163ONMYNECK,2022-02-20,"1,993",77
Патрон,Miyagi & Andy Panda,2022-02-20,"1,992",78
Танцы,ssshhhiiittt!,2022-02-20,"1,980",79
Никто,NЮ,2022-02-20,"1,978",80
Heat Waves,Glass Animals,2022-02-20,"1,974",81
Экзорцизм,Сны Саламандры,2022-02-20,"1,970",82
raznotsvetnaya,DOROFEEVA,2022-02-20,"1,962",83
Любовь после тебя,Artik & Asti,2022-02-20,"1,951",84
Sweater Weather,The Neighbourhood,2022-02-20,"1,951",85
"Наверно, ты меня не помнишь","JONY, HammAli",2022-02-20,"1,950",86
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2022-02-20,"1,944",87
Я так соскучился,Pornofilmy,2022-02-20,"1,930",88
Плакала,Lesha Svik,2022-02-20,"1,924",89
Домино,FACE,2022-02-20,"1,923",90
Перезаряжай,Три дня дождя,2022-02-20,"1,907",91
В диапазоне,Pornofilmy,2022-02-20,"1,905",92
No Love,АДЛИН,2022-02-20,"1,888",93
Звезда упала,Sqwore,2022-02-20,"1,869",94
Brooklyn,"Miyagi & Andy Panda, TumaniYO",2022-02-20,"1,856",95
untitled,"semmmyq, shinra",2022-02-20,"1,836",96
Батареи,Нервы,2022-02-20,"1,835",97
I WANNA BE YOUR SLAVE,Måneskin,2022-02-20,"1,829",98
ДРЕССКОД,Nikitata,2022-02-20,"1,829",99
ODIUM,"LXST CXNTURY, Kingpin Skinny Pimp",2022-02-20,"1,813",100
ШОПЛИФТЕР,"163ONMYNECK, Yanix, FEARMUCH, Scally Milano",2022-02-20,"1,794",101
LIPSI HA,INSTASAMKA,2022-02-20,"1,792",102
Колхозник,Mnogoznaal,2022-02-20,"1,792",103
зима,ooes,2022-02-20,"1,788",104
Афган,Max Korzh,2022-02-20,"1,786",105
Таблетка,PLOHOYPAREN,2022-02-20,"1,785",106
Сан Ларан,"Платина, Дора",2022-02-20,"1,772",107
КОРИЧНЕВЫЕ,"163ONMYNECK, OG Buda",2022-02-20,"1,771",108
Холодно,Chris Yank,2022-02-20,"1,765",109
Phonky Town,PlayaPhonk,2022-02-20,"1,754",110
Toxic,BoyWithUke,2022-02-20,"1,751",111
Нету интереса,10AGE,2022-02-20,"1,751",112
ДЕВОЧКА С КАРЕ,MUKKA,2022-02-20,"1,744",113
Зоопарк,10AGE,2022-02-20,"1,742",114
The Motto,"Tiësto, Ava Max",2022-02-20,"1,728",115
Infinity,Jaymes Young,2022-02-20,"1,723",116
SUICIDE YEAR,"WEEDMANE, Suicideyear",2022-02-20,"1,709",117
Контракт,Poshlaya Molly,2022-02-20,"1,708",118
HELLA PLAYERS,"OBLADAET, JEEMBO",2022-02-20,"1,703",119
Formula,Labrinth,2022-02-20,"1,701",120
Кино,MACAN,2022-02-20,"1,695",121
"Боже, как завидую","HammAli & Navai, Jah Khalib",2022-02-20,"1,689",122
Рассвет,КАКАЯ РАЗНИЦА,2022-02-20,"1,685",123
Кайен,Valentin Strykalo,2022-02-20,"1,684",124
Я пиздатый,LIL MORTY,2022-02-20,"1,681",125
Someone like you,NILETTO,2022-02-20,"1,672",126
Снова обогнал их,uglystephan,2022-02-20,"1,666",127
Буква Х,"Scally Milano, LOVV66",2022-02-20,"1,656",128
Пошла жара,"GAYAZOV$ BROTHER$, Filatov & Karas",2022-02-20,"1,649",129
Послала,"VAVAN, Real girl",2022-02-20,"1,641",130
Цепи,"Skryptonite, 104",2022-02-20,"1,640",131
На твиче,нексюша,2022-02-20,"1,637",132
Если устал,Mari Kraimbrery,2022-02-20,"1,636",133
17 лет,Max Korzh,2022-02-20,"1,628",134
Холодное оружие,"Sqwore, rizza",2022-02-20,"1,620",135
Зелёный глаз,Минин,2022-02-20,"1,619",136
so low,"escape, Даня Милохин",2022-02-20,"1,618",137
Как тебя покорить,Перемотка,2022-02-20,"1,617",138
Пачка сигарет,LIZER,2022-02-20,"1,616",139
Нервы,Нервы,2022-02-20,"1,614",140
Останься,"NЮ, Асия",2022-02-20,"1,608",141
Нон стоп,Poshlaya Molly,2022-02-20,"1,594",142
Убей Меня,"Ramil', Rompasso",2022-02-20,"1,582",143
Freaks,Surf Curse,2022-02-20,"1,573",144
Jungle,Emma Louise,2022-02-20,"1,572",145
Ты далеко,SLAVA MARLOW,2022-02-20,"1,570",146
Notion,The Rare Occasions,2022-02-20,"1,570",147
Между Нами,LIZER,2022-02-20,"1,567",148
Где ты,Три дня дождя,2022-02-20,"1,565",149
спать с тобой,хочуспать,2022-02-20,"1,549",150
засыпай,ssshhhiiittt!,2022-02-20,"1,545",151
Я уёбываю в джаз,Кишлак,2022-02-20,"1,545",152
Под Звездопадом,Tima Belorusskih,2022-02-20,"1,540",153
Вороны,Xcho,2022-02-20,"1,539",154
toxin,Benedixhion,2022-02-20,"1,530",155
Танцуй сама,Skryptonite,2022-02-20,"1,527",156
Пушка,10AGE,2022-02-20,"1,527",157
Миллионы,THRILL PILL,2022-02-20,"1,526",158
Москва любит...,Skryptonite,2022-02-20,"1,523",159
Minor,Miyagi & Andy Panda,2022-02-20,"1,516",160
молчи,кис-кис,2022-02-20,"1,513",161
Mama Makusa,"Big Baby Tape, kizaru",2022-02-20,"1,509",162
СТОМАТОЛОГИЧКА,"163ONMYNECK, BUSHIDO ZHO",2022-02-20,"1,505",163
Погоди,DSPRITE,2022-02-20,"1,504",164
Ghoul,Twinky,2022-02-20,"1,500",165
ХОЧЕШЬ?,Zemfira,2022-02-20,"1,494",166
РАССВЕТ,Dzhizus,2022-02-20,"1,484",167
Another Love,Tom Odell,2022-02-20,"1,478",168
Чистый - OST «Псих»,Skryptonite,2022-02-20,"1,474",169
Цветами радуги,pyrokinesis,2022-02-20,"1,466",170
Мальчик на девятке,DEAD BLONDE,2022-02-20,"1,458",171
Говорят чо,"LOVV66, blago white",2022-02-20,"1,455",172
u.,niteboi,2022-02-20,"1,451",173
Инкассатор,ROCKET,2022-02-20,"1,449",174
Не по пути,PHARAOH,2022-02-20,"1,447",175
Scary Garry,"Kaito Shoma, DJ Paul, Kingpin Skinny Pimp",2022-02-20,"1,446",176
Люди,Дайте танк (!),2022-02-20,"1,442",177
Меня не будет,"ANIKV, SALUKI",2022-02-20,"1,442",178
Крышу сносит,"LXNER, quiizzzmeow",2022-02-20,"1,440",179
ИСКАЛА,Zemfira,2022-02-20,"1,440",180
ВЫКЛЮЧАТЕЛЬ,163ONMYNECK,2022-02-20,"1,428",181
Вокзал,Dzharakhov,2022-02-20,"1,427",182
LAMBO URUS,Egor Kreed,2022-02-20,"1,425",183
Shivers (feat. FEDUK & SLAVA MARLOW),Ed Sheeran,2022-02-20,"1,424",184
uf-af,LOLIWZ,2022-02-20,"1,418",185
Втюрилась,Дора,2022-02-20,"1,418",186
На часах ноль-ноль,Dabro,2022-02-20,"1,413",187
She Wants,ROCKET,2022-02-20,"1,409",188
СПАСАТЕЛЬНЫЙ КРУГ,FACE,2022-02-20,"1,404",189
Я тебя люблю,Где Фантом?,2022-02-20,"1,398",190
сети,quiizzzmeow,2022-02-20,"1,398",191
Blinding Lights,The Weeknd,2022-02-20,"1,392",192
HDMI,BONES,2022-02-20,"1,381",193
Ау,"10AGE, Ramil'",2022-02-20,"1,380",194
магия,ooes,2022-02-20,"1,378",195
Веном,"Платина, Big Baby Tape",2022-02-20,"1,378",196
Три Дня Любви,Zivert,2022-02-20,"1,372",197
кладбище,вышел покурить,2022-02-20,"1,369",198
Vlone,FACE,2022-02-20,"1,366",199
Goosebumps,HVME,2022-02-20,"1,365",200
astral step,shadowraze,2022-02-21,"8,780",1
МАЛИНОВАЯ ЛАДА,GAYAZOV$ BROTHER$,2022-02-21,"8,115",2
adaptive strike,"shadowraze, LXNER, quiizzzmeow",2022-02-21,"5,849",3
Фотографирую закат,fem.love,2022-02-21,"5,757",4
Отпускаю,"Egor Kreed, MakSim",2022-02-21,"5,731",5
99 Problems,"Big Baby Tape, kizaru",2022-02-21,"4,492",6
Седьмой лепесток,Антон Токарев,2022-02-21,"4,336",7
Marmalade,"Miyagi & Andy Panda, Mav-d",2022-02-21,"4,218",8
СОЛНЦЕ МОНАКО,Lusia Chebotina,2022-02-21,"4,153",9
Лёд,"WENARO, LXNER",2022-02-21,"4,152",10
Yeyo!,Шайни,2022-02-21,"4,142",11
Bandana,"Big Baby Tape, kizaru",2022-02-21,"3,977",12
MIDDLE OF THE NIGHT,Elley Duhé,2022-02-21,"3,787",13
ТОЛПЫ КРИЧАТ,"uniqe, nkeeei, ARTEM SHILOVETS",2022-02-21,"3,754",14
Гармония,Artik & Asti,2022-02-21,"3,707",15
плачь,"rizza, Sqwore",2022-02-21,"3,689",16
shadowfiend,shadowraze,2022-02-21,"3,565",17
ночь,ooes,2022-02-21,"3,435",18
баночка с окурками,КОСМОНАВТОВ НЕТ,2022-02-21,"3,363",19
Million,"Big Baby Tape, kizaru",2022-02-21,"3,344",20
ВЛЮБИЛАСЬ,"Big Baby Tape, Молодой Платон",2022-02-21,"3,328",21
первое свидание,алёна швец.,2022-02-21,"3,239",22
juggernaut (Prod. by PLVSTIC),shadowraze,2022-02-21,"3,238",23
Барбисайз,"Дора, MAYBE BABY",2022-02-21,"3,114",24
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,2022-02-21,"3,089",25
Aomine Daiki,quiizzzmeow,2022-02-21,"3,087",26
Огни,"ANIKV, SALUKI",2022-02-21,"3,039",27
Буревестник,Miyagi & Andy Panda,2022-02-21,"2,999",28
Днями-ночами,"pyrokinesis, MUKKA",2022-02-21,"2,969",29
Привет,Kambulat,2022-02-21,"2,944",30
За всех,MACAN,2022-02-21,"2,938",31
psiblades,"shadowraze, babyswishh1",2022-02-21,"2,839",32
Вина,Три дня дождя,2022-02-21,"2,835",33
Башня,"Даня Милохин, Mumiy Troll",2022-02-21,"2,798",34
Кожура,ZAPOMNI,2022-02-21,"2,787",35
STAY (with Justin Bieber),The Kid LAROI,2022-02-21,"2,765",36
Феникс,ANNA ASTI,2022-02-21,"2,732",37
Я всё решу (Intro),ZAPOMNI,2022-02-21,"2,708",38
МЯТОЙ - remix 2010,КОСМОНАВТОВ НЕТ,2022-02-21,"2,695",39
Close Eyes,DVRST,2022-02-21,"2,654",40
abcdefu,GAYLE,2022-02-21,"2,653",41
Baby mama,"Skryptonite, Райда",2022-02-21,"2,651",42
ТАЙМАУТ,Nikitata,2022-02-21,"2,629",43
1000-7,"shadowraze, GENJUTSU",2022-02-21,"2,554",44
Диалоги тет-а-тет,"ALEKS ATAMAN, FINIK",2022-02-21,"2,532",45
Softcore,The Neighbourhood,2022-02-21,"2,522",46
Демоны,Три дня дождя,2022-02-21,"2,475",47
Первый раз - remix nevroz,JojoHF,2022-02-21,"2,454",48
Дом Периньон,"Poshlaya Molly, Eldzhey",2022-02-21,"2,449",49
в темноте,"КОСМОНАВТОВ НЕТ, дипинс",2022-02-21,"2,376",50
диско элизиум,pyrokinesis,2022-02-21,"2,358",51
Вина (feat. 17 SEVENTEEN),"OG Buda, MAYOT",2022-02-21,"2,342",52
ЖМУРКИ,163ONMYNECK,2022-02-21,"2,332",53
Лифон,"uniqe, nkeeei, ARTEM SHILOVETS, SAGARA",2022-02-21,"2,330",54
Динозаврики,Папин Олимпос,2022-02-21,"2,308",55
ЛАБИРИНТ,FACE,2022-02-21,"2,290",56
Экзорцизм,Сны Саламандры,2022-02-21,"2,250",57
Stay Alive (Prod. SUGA of BTS),Jung Kook,2022-02-21,"2,231",58
Август - это ты,МОТ,2022-02-21,"2,212",59
TRAXXXMANIA,GONE.Fludd,2022-02-21,"2,193",60
Кайф ты поймала,Konfuz,2022-02-21,"2,191",61
Дорадура,Дора,2022-02-21,"2,167",62
Кукла колдуна,Korol i Shut,2022-02-21,"2,166",63
Ты не моя пара,"Dima Bilan, Mari Kraimbrery",2022-02-21,"2,148",64
ВЫКЛЮЧАТЕЛЬ,163ONMYNECK,2022-02-21,"2,141",65
Дежавю,kizaru,2022-02-21,"2,133",66
Положение,Skryptonite,2022-02-21,"2,132",67
1000-7,fem.love,2022-02-21,"2,123",68
Стеклянная,GUMA,2022-02-21,"2,108",69
Это любовь,Skryptonite,2022-02-21,"2,104",70
Heat Waves,Glass Animals,2022-02-21,"2,100",71
Замигает свет,KENTUKKI,2022-02-21,"2,098",72
After Dark,Mr.Kitty,2022-02-21,"2,085",73
В диапазоне,Pornofilmy,2022-02-21,"2,077",74
Я так соскучился,Pornofilmy,2022-02-21,"2,076",75
"Наверно, ты меня не помнишь","JONY, HammAli",2022-02-21,"2,068",76
Перезаряжай,Три дня дождя,2022-02-21,"2,067",77
Без названия,MACAN,2022-02-21,"2,056",78
Никто,NЮ,2022-02-21,"2,054",79
raznotsvetnaya,DOROFEEVA,2022-02-21,"2,046",80
Лирика,Вектор А,2022-02-21,"2,035",81
Патрон,Miyagi & Andy Panda,2022-02-21,"2,035",82
Плакала,Lesha Svik,2022-02-21,"2,025",83
Любовь после тебя,Artik & Asti,2022-02-21,"2,016",84
макинтош бизнес онли,BUSHIDO ZHO,2022-02-21,"2,013",85
Выпей меня,Kambulat,2022-02-21,"2,010",86
Sweater Weather,The Neighbourhood,2022-02-21,"1,995",87
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2022-02-21,"1,949",88
Хочешь,"Arthur Pirozhkov, Klava Koka",2022-02-21,"1,945",89
I WANNA BE YOUR SLAVE,Måneskin,2022-02-21,"1,933",90
Нету интереса,10AGE,2022-02-21,"1,916",91
ПОЧЕМУ?,MORGENSHTERN,2022-02-21,"1,915",92
ШОПЛИФТЕР,"163ONMYNECK, Yanix, FEARMUCH, Scally Milano",2022-02-21,"1,907",93
Где ты,Три дня дождя,2022-02-21,"1,904",94
КОРИЧНЕВЫЕ,"163ONMYNECK, OG Buda",2022-02-21,"1,902",95
Тёмно-оранжевый закат,Папин Олимпос,2022-02-21,"1,888",96
"Боже, как завидую","HammAli & Navai, Jah Khalib",2022-02-21,"1,869",97
Танцы,ssshhhiiittt!,2022-02-21,"1,860",98
Афган,Max Korzh,2022-02-21,"1,848",99
Колхозник,Mnogoznaal,2022-02-21,"1,847",100
Formula,Labrinth,2022-02-21,"1,845",101
Домино,FACE,2022-02-21,"1,840",102
The Motto,"Tiësto, Ava Max",2022-02-21,"1,834",103
Brooklyn,"Miyagi & Andy Panda, TumaniYO",2022-02-21,"1,831",104
Останься,"NЮ, Асия",2022-02-21,"1,816",105
Зоопарк,10AGE,2022-02-21,"1,789",106
ДЕВОЧКА С КАРЕ,MUKKA,2022-02-21,"1,784",107
ДРЕССКОД,Nikitata,2022-02-21,"1,773",108
СТОМАТОЛОГИЧКА,"163ONMYNECK, BUSHIDO ZHO",2022-02-21,"1,773",109
Послала,"VAVAN, Real girl",2022-02-21,"1,769",110
Infinity,Jaymes Young,2022-02-21,"1,768",111
HELLA PLAYERS,"OBLADAET, JEEMBO",2022-02-21,"1,767",112
Цепи,"Skryptonite, 104",2022-02-21,"1,762",113
Someone like you,NILETTO,2022-02-21,"1,754",114
Батареи,Нервы,2022-02-21,"1,734",115
ODIUM,"LXST CXNTURY, Kingpin Skinny Pimp",2022-02-21,"1,732",116
Холодно,Chris Yank,2022-02-21,"1,726",117
Под Звездопадом,Tima Belorusskih,2022-02-21,"1,716",118
Звезда упала,Sqwore,2022-02-21,"1,714",119
No Love,АДЛИН,2022-02-21,"1,712",120
Кино,MACAN,2022-02-21,"1,701",121
Убей Меня,"Ramil', Rompasso",2022-02-21,"1,690",122
Вороны,Xcho,2022-02-21,"1,689",123
зима,ooes,2022-02-21,"1,676",124
Если устал,Mari Kraimbrery,2022-02-21,"1,667",125
Чистый - OST «Псих»,Skryptonite,2022-02-21,"1,662",126
Таблетка,PLOHOYPAREN,2022-02-21,"1,655",127
Сан Ларан,"Платина, Дора",2022-02-21,"1,655",128
17 лет,Max Korzh,2022-02-21,"1,638",129
Рассвет,КАКАЯ РАЗНИЦА,2022-02-21,"1,635",130
Буква Х,"Scally Milano, LOVV66",2022-02-21,"1,628",131
